CloneID	dbEST_ID	GenBank_Accn	CloneName
CA1182	25201119	CV090331	putative DNA-binding protein [Arabidopsis thaliana]
CA1182	25201119	CV090331	putative DNA-binding protein [Arabidopsis thaliana]
CA1182	25201119	CV090331	putative DNA-binding protein [Arabidopsis thaliana]
CA1183	25201120	CV090332	dehydrin 1 [Vaccinium corymbosum]
CA1183	25201120	CV090332	dehydrin 1 [Vaccinium corymbosum]
CA1183	25201120	CV090332	dehydrin 1 [Vaccinium corymbosum]
CA1184	25201121	CV090333	water stress-induced ER5 protein [Capsicum annuum]
CA1184	25201121	CV090333	water stress-induced ER5 protein [Capsicum annuum]
CA1184	25201121	CV090333	water stress-induced ER5 protein [Capsicum annuum]
CA1185	25201122	CV090334	3-phosphoinositide-dependent protein kinase-1, putative
CA1185	25201122	CV090334	3-phosphoinositide-dependent protein kinase-1, putative
CA1185	25201122	CV090334	3-phosphoinositide-dependent protein kinase-1, putative
CA1186	25201123	CV090335	WD-40 repeat protein (MSI4) [Arabidopsis thaliana]
CA1186	25201123	CV090335	WD-40 repeat protein (MSI4) [Arabidopsis thaliana]
CA1186	25201123	CV090335	WD-40 repeat protein (MSI4) [Arabidopsis thaliana]
CA1187	25201124	CV090336	NA
CA1187	25201124	CV090336	NA
CA1187	25201124	CV090336	NA
CA1188	25201125	CV090337	unnamed protein product [Arabidopsis thaliana]
CA1188	25201125	CV090337	unnamed protein product [Arabidopsis thaliana]
CA1188	25201125	CV090337	unnamed protein product [Arabidopsis thaliana]
CA1189	Not submitted	Not submitted	NA
CA1189	Not submitted	Not submitted	NA
CA1189	Not submitted	Not submitted	NA
CA1190	25201126	CV090338	NA
CA1190	25201126	CV090338	NA
CA1190	25201126	CV090338	NA
CA1193	25201127	CV090339	arginine/serine-rich protein, putative (SR45) [Arabidopsis
CA1193	25201127	CV090339	arginine/serine-rich protein, putative (SR45) [Arabidopsis
CA1193	25201127	CV090339	arginine/serine-rich protein, putative (SR45) [Arabidopsis
CA1194	25201128	CV090340	probable cytochrome P450 monooxygenase - maize (fragment)
CA1194	25201128	CV090340	probable cytochrome P450 monooxygenase - maize (fragment)
CA1194	25201128	CV090340	probable cytochrome P450 monooxygenase - maize (fragment)
CA1195	25201129	CV090341	bZIP transcription factor 6 [Phaseolus vulgaris]
CA1195	25201129	CV090341	bZIP transcription factor 6 [Phaseolus vulgaris]
CA1195	25201129	CV090341	bZIP transcription factor 6 [Phaseolus vulgaris]
CA1196	25201130	CV090342	hypothetical protein [Arabidopsis thaliana]
CA1196	25201130	CV090342	hypothetical protein [Arabidopsis thaliana]
CA1196	25201130	CV090342	hypothetical protein [Arabidopsis thaliana]
CA1197	25201131	CV090343	seed maturation protein PM39 [Glycine max]
CA1197	25201131	CV090343	seed maturation protein PM39 [Glycine max]
CA1197	25201131	CV090343	seed maturation protein PM39 [Glycine max]
CA1198	25201132	CV090344	auxilin-related [Arabidopsis thaliana]
CA1198	25201132	CV090344	auxilin-related [Arabidopsis thaliana]
CA1198	25201132	CV090344	auxilin-related [Arabidopsis thaliana]
CA1199	25201133	CV090345	ubiquitin precursor UbB2 - common sunflower (fragment)
CA1199	25201133	CV090345	ubiquitin precursor UbB2 - common sunflower (fragment)
CA1199	25201133	CV090345	ubiquitin precursor UbB2 - common sunflower (fragment)
CA120	20189893	CF810448	MtN3
CA120	20189893	CF810448	MtN3
CA120	20189893	CF810448	MtN3
CA120	20189893	CF810448	MtN3
CA120	20189893	CF810448	MtN3
CA1201	25201134	CV090346	expressed protein [Arabidopsis thaliana]
CA1201	25201134	CV090346	expressed protein [Arabidopsis thaliana]
CA1201	25201134	CV090346	expressed protein [Arabidopsis thaliana]
CA1203	25201135	CV090347	NA
CA1203	25201135	CV090347	NA
CA1203	25201135	CV090347	NA
CA1206	25201137	CV090349	NA
CA1206	25201137	CV090349	NA
CA1206	25201137	CV090349	NA
CA1207	25201138	CV090350	putative putative nuclear RNA binding protein A [Oryza sativa
CA1207	25201138	CV090350	putative putative nuclear RNA binding protein A [Oryza sativa
CA1207	25201138	CV090350	putative putative nuclear RNA binding protein A [Oryza sativa
CA1208	25201139	CV090351	peptidylprolyl cis-trans isomerase [Oryza sativa (indica
CA1208	25201139	CV090351	peptidylprolyl cis-trans isomerase [Oryza sativa (indica
CA1208	25201139	CV090351	peptidylprolyl cis-trans isomerase [Oryza sativa (indica
CA1209	Not submitted	Not submitted	Trimethylamine-N-oxide reductase 1 precursor [Escherichia coli
CA1209	Not submitted	Not submitted	Trimethylamine-N-oxide reductase 1 precursor [Escherichia coli
CA1209	Not submitted	Not submitted	Trimethylamine-N-oxide reductase 1 precursor [Escherichia coli
CA1210	25201140	CV090352	P0423A12.23 [Oryza sativa (japonica cultivar-group)]
CA1210	25201140	CV090352	P0423A12.23 [Oryza sativa (japonica cultivar-group)]
CA1210	25201140	CV090352	P0423A12.23 [Oryza sativa (japonica cultivar-group)]
CA1211	25201141	CV090353	endosomal protein-like [Arabidopsis thaliana]
CA1211	25201141	CV090353	endosomal protein-like [Arabidopsis thaliana]
CA1211	25201141	CV090353	endosomal protein-like [Arabidopsis thaliana]
CA1212	25201142	CV090354	putative protein [Arabidopsis thaliana]
CA1212	25201142	CV090354	putative protein [Arabidopsis thaliana]
CA1212	25201142	CV090354	putative protein [Arabidopsis thaliana]
CA1216	25201144	CV090356	NA
CA1216	25201144	CV090356	NA
CA1216	25201144	CV090356	NA
CA1218	25201145	CV090357	putative sorbitol transporter [Prunus cerasus]
CA1218	25201145	CV090357	putative sorbitol transporter [Prunus cerasus]
CA1218	25201145	CV090357	putative sorbitol transporter [Prunus cerasus]
CA1219	25201146	CV090358	cytochrome P450 82C1 - soybean
CA1219	25201146	CV090358	cytochrome P450 82C1 - soybean
CA1219	25201146	CV090358	cytochrome P450 82C1 - soybean
CA122	20189895	CF810450	NA
CA122	20189895	CF810450	NA
CA122	20189895	CF810450	NA
CA122	20189895	CF810450	NA
CA122	20189895	CF810450	NA
CA122	20189895	CF810450	NA
CA1221	25201148	CV090360	NA
CA1221	25201148	CV090360	NA
CA1221	25201148	CV090360	NA
CA1223	25201150	CV090362	AT5g17460 [Arabidopsis thaliana]
CA1223	25201150	CV090362	AT5g17460 [Arabidopsis thaliana]
CA1223	25201150	CV090362	AT5g17460 [Arabidopsis thaliana]
CA1224	25201151	CV090363	glycerophosphoryl diester phosphodiesterase family protein
CA1224	25201151	CV090363	glycerophosphoryl diester phosphodiesterase family protein
CA1224	25201151	CV090363	glycerophosphoryl diester phosphodiesterase family protein
CA1226	25201152	CV090364	crocetin dialdehyde [Crocus sativus]
CA1226	25201152	CV090364	crocetin dialdehyde [Crocus sativus]
CA1226	25201152	CV090364	crocetin dialdehyde [Crocus sativus]
CA1227	25201153	CV090365	putative protein transport protein SEC61 alpha subunit [Arabidopsis
CA1227	25201153	CV090365	putative protein transport protein SEC61 alpha subunit [Arabidopsis
CA1227	25201153	CV090365	putative protein transport protein SEC61 alpha subunit [Arabidopsis
CA1228	25201154	CV090366	small nuclear ribonucleoprotein, putative / snRNP, putative / Sm
CA1228	25201154	CV090366	small nuclear ribonucleoprotein, putative / snRNP, putative / Sm
CA1228	25201154	CV090366	small nuclear ribonucleoprotein, putative / snRNP, putative / Sm
CA1230	25201155	CV090367	transducin family protein / WD-40 repeat family protein [Arabidopsis
CA1230	25201155	CV090367	transducin family protein / WD-40 repeat family protein [Arabidopsis
CA1230	25201155	CV090367	transducin family protein / WD-40 repeat family protein [Arabidopsis
CA1231	25201156	CV090368	NA
CA1231	25201156	CV090368	NA
CA1231	25201156	CV090368	NA
CA1232	25201157	CV090369	acetyl-CoA carboxylase (EC 6.4.1.2), biotin carboxylase - common
CA1232	25201157	CV090369	acetyl-CoA carboxylase (EC 6.4.1.2), biotin carboxylase - common
CA1232	25201157	CV090369	acetyl-CoA carboxylase (EC 6.4.1.2), biotin carboxylase - common
CA1233	25201158	CV090370	NA
CA1233	25201158	CV090370	NA
CA1233	25201158	CV090370	NA
CA1234	25201159	CV090371	receptor protein kinase PERK1-like protein [Oryza sativa (japonica
CA1234	25201159	CV090371	receptor protein kinase PERK1-like protein [Oryza sativa (japonica
CA1234	25201159	CV090371	receptor protein kinase PERK1-like protein [Oryza sativa (japonica
CA1235	Not submitted	Not submitted	NA
CA1235	Not submitted	Not submitted	NA
CA1235	Not submitted	Not submitted	NA
CA1236	25201160	CV090372	GLYCEROL-3-PHOSPHATE DEHYDROGENASE [NAD+]
CA1236	25201160	CV090372	GLYCEROL-3-PHOSPHATE DEHYDROGENASE [NAD+]
CA1236	25201160	CV090372	GLYCEROL-3-PHOSPHATE DEHYDROGENASE [NAD+]
CA1237	25201161	CV090373	CTV.2 [Poncirus trifoliata]
CA1237	25201161	CV090373	CTV.2 [Poncirus trifoliata]
CA1237	25201161	CV090373	CTV.2 [Poncirus trifoliata]
CA1238	25201162	CV090374	unknown [environmental sequence]
CA1238	25201162	CV090374	unknown [environmental sequence]
CA1238	25201162	CV090374	unknown [environmental sequence]
CA124	20189897	CF810452	Reterotransposon del 1-46
CA124	20189897	CF810452	Reterotransposon del 1-46
CA124	20189897	CF810452	Reterotransposon del 1-46
CA124	20189897	CF810452	Reterotransposon del 1-46
CA124	20189897	CF810452	Reterotransposon del 1-46
CA124	20189897	CF810452	Reterotransposon del 1-46
CA126	20189899	CF810454	Hypothetical protein
CA126	20189899	CF810454	Hypothetical protein
CA126	20189899	CF810454	Hypothetical protein
CA126	20189899	CF810454	Hypothetical protein
CA126	20189899	CF810454	Hypothetical protein
CA126	20189899	CF810454	Hypothetical protein
CA128	20189901	CF810456	putative protein
CA128	20189901	CF810456	putative protein
CA128	20189901	CF810456	putative protein
CA128	20189901	CF810456	putative protein
CA128	20189901	CF810456	putative protein
CA128	20189901	CF810456	putative protein
CA13	20189910	CF810465	NA
CA13	20189910	CF810465	NA
CA13	20189910	CF810465	NA
CA1335	25201163	CV090375	no apical meristem-like protein [Glycine max]
CA1335	25201163	CV090375	no apical meristem-like protein [Glycine max]
CA1335	25201163	CV090375	no apical meristem-like protein [Glycine max]
CA1336	25201164	CV090376	unknown [Arabidopsis thaliana]
CA1336	25201164	CV090376	unknown [Arabidopsis thaliana]
CA1336	25201164	CV090376	unknown [Arabidopsis thaliana]
CA1339	25201165	CV090377	glycine-rich protein precursor - tomato
CA1339	25201165	CV090377	glycine-rich protein precursor - tomato
CA1339	25201165	CV090377	glycine-rich protein precursor - tomato
CA134	20189905	CF810460	Putative senescence associated protein
CA134	20189905	CF810460	Putative senescence associated protein
CA134	20189905	CF810460	Putative senescence associated protein
CA134	20189905	CF810460	Putative senescence associated protein
CA134	20189905	CF810460	Putative senescence associated protein
CA134	20189905	CF810460	Putative senescence associated protein
CA1341	25201166	CV090378	Lea1P [Daucus carota]
CA1341	25201166	CV090378	Lea1P [Daucus carota]
CA1341	25201166	CV090378	Lea1P [Daucus carota]
CA1343	25201168	CV090380	unknown [Arabidopsis thaliana]
CA1344	25201169	CV090381	ribosomal protein L3 [Lycopersicon esculentum]
CA1344	25201169	CV090381	ribosomal protein L3 [Lycopersicon esculentum]
CA1344	25201169	CV090381	ribosomal protein L3 [Lycopersicon esculentum]
CA1345	25201170	CV090382	zinc finger (C3HC4-type RING finger) family protein [Arabidopsis
CA1345	25201170	CV090382	zinc finger (C3HC4-type RING finger) family protein [Arabidopsis
CA1345	25201170	CV090382	zinc finger (C3HC4-type RING finger) family protein [Arabidopsis
CA1346	25201171	CV090383	glutathione S-transferase [Gossypium hirsutum]
CA1346	25201171	CV090383	glutathione S-transferase [Gossypium hirsutum]
CA1346	25201171	CV090383	glutathione S-transferase [Gossypium hirsutum]
CA1347	25201172	CV090384	putative GTP-binding protein [Oryza sativa (japonica
CA1347	25201172	CV090384	putative GTP-binding protein [Oryza sativa (japonica
CA1347	25201172	CV090384	putative GTP-binding protein [Oryza sativa (japonica
CA1349	25201173	CV090385	beta-tubulin 3 [Gossypium hirsutum]
CA1349	25201173	CV090385	beta-tubulin 3 [Gossypium hirsutum]
CA1349	25201173	CV090385	beta-tubulin 3 [Gossypium hirsutum]
CA135	20189906	CF810461	LEA protein
CA135	20189906	CF810461	LEA protein
CA135	20189906	CF810461	LEA protein
CA135	20189906	CF810461	LEA protein
CA135	20189906	CF810461	LEA protein
CA135	20189906	CF810461	LEA protein
CA1350	25201174	CV090386	unknown [Arabidopsis thaliana]
CA1350	25201174	CV090386	unknown [Arabidopsis thaliana]
CA1350	25201174	CV090386	unknown [Arabidopsis thaliana]
CA1351	25201175	CV090387	shaggy protein kinase (EC 2.7.1.-) 6 - common tobacco
CA1351	25201175	CV090387	shaggy protein kinase (EC 2.7.1.-) 6 - common tobacco
CA1351	25201175	CV090387	shaggy protein kinase (EC 2.7.1.-) 6 - common tobacco
CA1352	25201176	CV090388	unknown [Arabidopsis thaliana]
CA1352	25201176	CV090388	unknown [Arabidopsis thaliana]
CA1352	25201176	CV090388	unknown [Arabidopsis thaliana]
CA1354	25201177	CV090389	NA
CA1354	25201177	CV090389	NA
CA1355	25201178	CV090390	auxin-repressed protein like-protein [Malus x domestica]
CA1356	25201179	CV090391	3-hydroxy-3-methylglutaryl coenzyme a reductase [Camptotheca
CA1356	25201179	CV090391	3-hydroxy-3-methylglutaryl coenzyme a reductase [Camptotheca
CA1356	25201179	CV090391	3-hydroxy-3-methylglutaryl coenzyme a reductase [Camptotheca
CA1357	25201180	CV090392	hypothetical protein F25G13.130 - Arabidopsis thaliana
CA1357	25201180	CV090392	hypothetical protein F25G13.130 - Arabidopsis thaliana
CA1357	25201180	CV090392	hypothetical protein F25G13.130 - Arabidopsis thaliana
CA1358	25201181	CV090393	Late embryogenesis abundant protein Dc3
CA1358	25201181	CV090393	Late embryogenesis abundant protein Dc3
CA1358	25201181	CV090393	Late embryogenesis abundant protein Dc3
CA1359	25201182	CV090394	P0686E09.10 [Oryza sativa (japonica cultivar-group)]
CA1359	25201182	CV090394	P0686E09.10 [Oryza sativa (japonica cultivar-group)]
CA1359	25201182	CV090394	P0686E09.10 [Oryza sativa (japonica cultivar-group)]
CA1360	25201183	CV090395	zinc finger (GATA type) family protein [Arabidopsis thaliana]
CA1360	25201183	CV090395	zinc finger (GATA type) family protein [Arabidopsis thaliana]
CA1360	25201183	CV090395	zinc finger (GATA type) family protein [Arabidopsis thaliana]
CA1362	25201184	CV090396	diacylglycerol acyltransferase [Perilla frutescens]
CA1362	25201184	CV090396	diacylglycerol acyltransferase [Perilla frutescens]
CA1362	25201184	CV090396	diacylglycerol acyltransferase [Perilla frutescens]
CA1363	25201185	CV090397	unknown [Arabidopsis thaliana]
CA1363	25201185	CV090397	unknown [Arabidopsis thaliana]
CA1363	25201185	CV090397	unknown [Arabidopsis thaliana]
CA1364	25201186	CV090398	hypothetical protein [Arabidopsis thaliana]
CA1364	25201186	CV090398	hypothetical protein [Arabidopsis thaliana]
CA1364	25201186	CV090398	hypothetical protein [Arabidopsis thaliana]
CA1365	25201187	CV090399	NA
CA1365	25201187	CV090399	NA
CA1365	25201187	CV090399	NA
CA1368	25201189	CV090401	transcription regulator NOT2/NOT3/NOT5 family protein [Arabidopsis
CA1368	25201189	CV090401	transcription regulator NOT2/NOT3/NOT5 family protein [Arabidopsis
CA1368	25201189	CV090401	transcription regulator NOT2/NOT3/NOT5 family protein [Arabidopsis
CA1369	25201190	CV090402	unnamed protein product [Arabidopsis thaliana]
CA1369	25201190	CV090402	unnamed protein product [Arabidopsis thaliana]
CA1369	25201190	CV090402	unnamed protein product [Arabidopsis thaliana]
CA1370	25201191	CV090403	NA
CA1370	25201191	CV090403	NA
CA1370	25201191	CV090403	NA
CA1371	25201192	CV090404	NA
CA1371	25201192	CV090404	NA
CA1371	25201192	CV090404	NA
CA1372	25201193	CV090405	SLL2-S9-protein [Brassica rapa]
CA1372	25201193	CV090405	SLL2-S9-protein [Brassica rapa]
CA1372	25201193	CV090405	SLL2-S9-protein [Brassica rapa]
CA1373	25201194	CV090406	VsaA -like protein [Oryza sativa (japonica cultivar-group)]
CA1373	25201194	CV090406	VsaA -like protein [Oryza sativa (japonica cultivar-group)]
CA1373	25201194	CV090406	VsaA -like protein [Oryza sativa (japonica cultivar-group)]
CA1374	25201195	CV090407	20S proteasome alpha subunit B (PAB1) (PRC3) [Arabidopsis thaliana]
CA1374	25201195	CV090407	20S proteasome alpha subunit B (PAB1) (PRC3) [Arabidopsis thaliana]
CA1374	25201195	CV090407	20S proteasome alpha subunit B (PAB1) (PRC3) [Arabidopsis thaliana]
CA1375	25201196	CV090408	NA
CA1375	25201196	CV090408	NA
CA1375	25201196	CV090408	NA
CA1376	25201197	CV090409	unknown [Arabidopsis thaliana]
CA1376	25201197	CV090409	unknown [Arabidopsis thaliana]
CA1376	25201197	CV090409	unknown [Arabidopsis thaliana]
CA1377	Not submitted	Not submitted	T2P11.4 protein - Arabidopsis thaliana
CA1377	Not submitted	Not submitted	T2P11.4 protein - Arabidopsis thaliana
CA1377	Not submitted	Not submitted	T2P11.4 protein - Arabidopsis thaliana
CA1378	25201198	CV090410	NA
CA1379	25201199	CV090411	AP2 domain-containing transcription factor family protein
CA1379	25201199	CV090411	AP2 domain-containing transcription factor family protein
CA1379	25201199	CV090411	AP2 domain-containing transcription factor family protein
CA138	20189908	CF810463	Unknown protein
CA138	20189908	CF810463	Unknown protein
CA138	20189908	CF810463	Unknown protein
CA138	20189908	CF810463	Unknown protein
CA138	20189908	CF810463	Unknown protein
CA138	20189908	CF810463	Unknown protein
CA1380	25201200	CV090412	SKP1-like protein [Nicotiana clevelandii]
CA1380	25201200	CV090412	SKP1-like protein [Nicotiana clevelandii]
CA1380	25201200	CV090412	SKP1-like protein [Nicotiana clevelandii]
CA1381	25201201	CV090413	putative asparaginyl-tRNA synthetase [Oryza sativa (japonica
CA1381	25201201	CV090413	putative asparaginyl-tRNA synthetase [Oryza sativa (japonica
CA1381	25201201	CV090413	putative asparaginyl-tRNA synthetase [Oryza sativa (japonica
CA1382	25201202	CV090414	GAMYB-binding protein [Hordeum vulgare subsp. vulgare]
CA1382	25201202	CV090414	GAMYB-binding protein [Hordeum vulgare subsp. vulgare]
