gene_id,gi,genbank_locus_tag,gene_start,gene_stop,definition
SMu1474,NULL,SMU.1620c,1548417,1547452,phosphate starvation-induced protein
SMu1475,24380001,SMU.1621c,1548699,1548484,conserved hypothetical protein
SMu1476,NULL,SMU.1622c,1549205,1548696,peptide methionine sulfoxide reductase A
SMu1477,24380003,SMU.1623c,1550134,1549274,conserved hypothetical protein
SMu1478,NULL,SMU.1624c,1550936,1550379,ribosome recycling factor
SMu1479,NULL,SMU.1625c,1552024,1551287,uridylate kinase (UMP-kinase)
SMu1480,NULL,SMU.1626c,1552887,1552198,50S ribosomal protein L1
SMu1481,NULL,SMU.1627c,1553410,1552985,50S ribosomal protein L11
SMu1482,24380008,SMU.1628,1553598,1553951,conserved hypothetical protein
SMu1483,24380009,SMU.1629c,1556349,1554073,cell division protein
SMu1484,24380010,SMU.1631,1556533,1557309,peptidyl-prolyl cis-trans isomerase; cyclophilin
SMu1485,NULL,SMU.1632c,1558065,1557370,MTA/SAH nucleosidase
SMu1486,24380012,SMU.1633c,1558399,1558076,conserved hypothetical protein
SMu1487,24380013,SMU.1634c,1558962,1558411,conserved hypothetical protein, MutT/nudix family
SMu1488,NULL,SMU.1635c,1560351,1558972,UDP-N-acetylglucosamine pyrophosphorylase
SMu1489,24380015,SMU.1636c,1560974,1560390,conserved hypothetical protein
SMu1490,24380016,SMU.1637c,1561282,1561076,hypothetical protein
SMu1491,24380017,SMU.1638c,1561587,1561426,hypothetical protein
SMu1492,NULL,SMU.1639c,1563631,1561622,methionyl-tRNA synthetase
SMu1493,24380019,SMU.1641c,1564409,1564209,conserved hypothetical protein
SMu1494,24380020,SMU.1642c,1565114,1564482,conserved hypothetical protein
SMu1495,24380021,SMU.1643c,1565564,1565187,conserved hypothetical protein
SMu1496,24380022,SMU.1644c,1566742,1565939,conserved hypothetical protein
SMu1497,24380023,SMU.1645,1566884,1567765,tellurite resistance protein
SMu1498,24380024,SMU.1646c,1568529,1567891,conserved hypothetical protein (possible hemolysis inducing protein)
SMu1499,24380025,SMU.1647c,1568797,1568519,transcriptional regulator
SMu1500,24380026,SMU.1648c,1569161,1568916,hypothetical protein
SMu1501,24380027,SMU.1649,1569394,1570221,exodeoxyribonuclease III/ Smx nuclease
SMu1502,NULL,SMU.1650c,1570909,1570286,endonuclease III (DNA repair)
SMu1503,24380029,SMU.1651,1571327,1570974,arsenate reductase
SMu1504,NULL,SMU.1652c,1571858,1571364,methylated-DNA--protein-cysteine S-methyltransferase
SMu1505,NULL,SMU.1653c,1573128,1571947,D-3-phosphoglycerate dehydrogenase
SMu1506,24380032,SMU.1654c,1573726,1573214,acetyltransferase
SMu1507,24380033,SMU.1655c,1574059,1573919,hypothetical protein
SMu1508,NULL,SMU.1656c,1575268,1574177,phosphoserine aminotransferase
SMu1509,24380035,SMU.1657c,1575829,1575488,nitrogen regulatory protein PII
SMu1510,NULL,SMU.1658c,1577080,1575845,ammonium transporter, NrgA protein
SMu1511,24380037,SMU.1659c,1578251,1577385,conserved hypothetical protein, tetrapyrrole methylase family
SMu1512,24380038,SMU.1660c,1578589,1578257,conserved hypothetical protein
SMu1513,24380039,SMU.1661c,1579388,1578582,signal peptidase II
SMu1514,NULL,SMU.1662c,1580260,1579385,DNA polymerase III delta prime subunit
SMu1515,NULL,SMU.1663c,1580911,1580273,thymidylate kinase
SMu1516,24380042,SMU.1664c,1581647,1580988,acetoin utilization protein, acetoin dehydrogenase
SMu1517,NULL,SMU.1665c,1582473,1581763,branched chain amino acid ABC transporter, ATP-binding protein
SMu1518,NULL,SMU.1666c,1583237,1582473,branched chain amino acid ABC transporter, ATP-binding protein
SMu1519,NULL,SMU.1667c,1584193,1583237,branched chain amino acid ABC transporter, permease
SMu1520,NULL,SMU.1668c,1585066,1584197,branched chain amino acid ABC transporter, permease
SMu1521,NULL,SMU.1669c,1586322,1585150,branched-chain amino acid ABC transporter, substrate-binding protein
SMu1522,24380048,SMU.1670c,1586673,1586425,conserved hypothetical protein
SMu1523,24380049,SMU.1671c,1587120,1586680,conserved hypothetical protein
SMu1524,NULL,SMU.1672c,1587826,1587236,ATP-dependent Clp protease, proteolytic subunit
SMu1525,NULL,SMU.1673c,1588987,1588358,uracil phosphoribosyltransferase
SMu1526,NULL,SMU.1674c,1590463,1589300,aminotransferase class II
SMu1527,NULL,SMU.1675c,1591572,1590478,cystathionine gamma-synthase
SMu1528,24380054,SMU.1676c,1593412,1591799,polysaccharide transporter
SMu1529,24380055,SMU.1677,1593522,1594973,UDP-N-acetylmuramoylananine-D-glutamate-2,6-diaminopimelate ligase; UDP-MurNac-tripeptide synthetase
SMu1530,24380056,SMU.1678,1595207,1596226,conserved hypothetical protein
SMu1531,24380057,SMU.1679c,1596913,1596404,conserved hypothetical protein
SMu1532,24380058,SMU.1680c,1597559,1596939,hypothetical protein
SMu1533,24380059,SMU.1681c,1597934,1597560,conserved hypothetical protein
SMu1534,24380060,SMU.1682c,1598570,1597995,conserved hypothetical protein (possible intracellular protease)
SMu1535,24380061,SMU.1683c,1599557,1598634,conserved hypothetical protein
SMu1536,24380062,SMU.1685c,1600265,1599615,conserved hypothetical protein
SMu1537,NULL,SMU.1687c,1601404,1600472,manganese-dependent inorganic pyrophosphatase (type II PPase)
SMu1538,NULL,SMU.1688c,1602731,1601466,integral membrane protein
SMu1539,NULL,SMU.1689c,1602963,1602724,D-alanyl carrier protein
SMu1540,NULL,SMU.1690c,1604240,1602978,integral membrane protein, D-alanyl transfer
SMu1541,NULL,SMU.1691c,1605787,1604237,D-alanine-D-alanyl carrier protein ligase
SMu1542,NULL,SMU.1692c,1607396,1606605,pyruvate-formate lyase activating enzyme
SMu1543,NULL,SMU.1693c,1608808,1607471,uncharacterized hemolysin
SMu1544,24380070,SMU.1694c,1609938,1608844,permease ( possible ABC transporter permease )
SMu1545,24380071,SMU.1695,1610015,1610797,ABC transporter, ATP-binding protein; possible molybdenum transport system
SMu1546,24380072,SMU.1697c,1611476,1610931,possible rRNA methylase, SAM-dependent methyltransferase superfamily
SMu1547,24380073,SMU.1699c,1612405,1611473,conserved hypothetical protein, radical SAM superfamily
SMu1548,24380074,SMU.1700c,1613205,1612510,LrgB-like protein; possible murein hydrolase regulator
SMu1549,24380075,SMU.1701c,1613543,1613202,conserved hypothetical protein
SMu1550,24380076,SMU.1702c,1614380,1613730,uncharacterized phosphatase; possible PAP2 family protein
SMu1551,24380077,SMU.1703c,1614996,1614370,conserved hypothetical protein
SMu1552,24380078,SMU.1704,1615455,1615781,conserved hypothetical protein
SMu1553,24380079,SMU.1705,1615768,1616364,conserved hypothetical protein
SMu1554,24380080,SMU.1706,1616361,1617188,conserved hypothetical protein
SMu1555,24380081,SMU.1707c,1617915,1617367,spoU-related rRNA/tRNA methylase
SMu1556,24380082,SMU.1708,1618381,1619736,potassium uptake system protein
SMu1557,24380083,SMU.1709,1619743,1621182,potassium uptake protein TrkH
SMu1558,24380084,SMU.1710c,1621503,1621249,conserved hypothetical protein
SMu1559,NULL,SMU.1711c,1622225,1621503,ribosomal large subunit pseudouridine synthase B
SMu1560,24380086,SMU.1712c,1622811,1622215,segregation and condensation protein B
SMu1561,24380087,SMU.1713c,1623515,1622808,segregation and condensation protein A
SMu1562,24380088,SMU.1714c,1624252,1623515,tyrosine recombinase
SMu1563,24380089,SMU.1715c,1624710,1624249,CBS domain protein
SMu1564,24380090,SMU.1716c,1625225,1624707,possible phosphoesterase
SMu1565,24380091,SMU.1717c,1626184,1625207,HAM1-like protein
SMu1566,NULL,SMU.1718c,1626975,1626181,glutamate racemase
SMu1567,24380093,SMU.1719c,1627276,1627028,conserved hypothetical protein
SMu1568,24380094,SMU.1721c,1628899,1627649,diaminopimelate decarboxylase
SMu1569,24380095,SMU.1722c,1629777,1629088,conserved hypothetical protein, membrane protein
SMu1570,24380096,SMU.1723c,1630300,1629797,conserved hypothetical protein
SMu1571,24380097,SMU.1724c,1631075,1630335,rRNA methyltransferase
SMu1572,24380098,SMU.1725,1631108,1631386,acylphosphatase
SMu1573,24380099,SMU.1727,1631478,1632410,OxaA-like protein; inner membrane protein
SMu1574,NULL,SMU.1728c,1633307,1632825,transcription elongation factor GreA
SMu1575,24380101,SMU.1729c,1635287,1633443,aminodeoxychorismate lyase-like protein (fragment)
SMu1576,24380102,SMU.1730c,1635952,1635461,arylalkylamine n-acetyltransferase
SMu1577,NULL,SMU.1731c,1637363,1636005,UDP-N-acetylmuramate--L-alanine ligase
SMu1578,24380104,SMU.1732c,1637943,1637353,conserved hypothetical protein
SMu1579,24380105,SMU.1733c,1641097,1638005,SNF helicase
SMu1580,NULL,SMU.1734c,1641983,1641213,acetyl-CoA carboxylase alpha subunit
SMu1581,NULL,SMU.1735c,1642846,1641980,acetyl-CoA carboxylase beta subunit
SMu1582,NULL,SMU.1736c,1644225,1642855,acetyl-CoA carboxylase biotin carboxylase subunit
SMu1583,NULL,SMU.1737c,1644814,1644392,(3R)-hydroxymyristoyl-(acyl carrier protein) dehydratase
SMu1584,NULL,SMU.1738c,1645272,1644811,biotin carboxyl carrier protein of acetyl-CoA carboxylase
SMu1585,NULL,SMU.1739c,1646534,1645302,3-oxoacyl-(acyl-carrier-protein) synthase
SMu1586,NULL,SMU.1740c,1647317,1646583, 3-oxoacyl-acyl-carrier-protein reductase / 3-ketoacyl-acyl carrier protein reductase
SMu1587,NULL,SMU.1741c,1648252,1647332,[acyl-carrier-protein] S-malonyltransferase
SMu1588,24380114,SMU.1742c,1649220,1648255,trans-2-enoyl-ACP reductase II
SMu1589,NULL,SMU.1743c,1649547,1649323,acyl carrier protein
SMu1590,NULL,SMU.1744c,1650584,1649607,3-oxoacyl-[acyl-carrier-protein] synthase III
SMu1591,24380117,SMU.1745c,1651018,1650584,transcriptional regulator, MarR family
SMu1592,24380118,SMU.1746c,1652138,1651347,enoyl-CoA hydratase/trans-2, cis-3-decenoyl-ACP isomerase
SMu1593,24380119,SMU.1747c,1652944,1652300,possible phosphatase
SMu1594,24380120,SMU.1748,1653043,1654401,aspartate kinase / homoserine dehydrogenase
SMu1595,24380121,SMU.1750c,1661680,1661570,hypothetical protein
SMu1596,24380122,SMU.1752c,1662154,1661984,hypothetical protein
SMu1597,24380123,SMU.1753c,1662725,1662432,conserved hypothetical protein
SMu1598,24380124,SMU.1754c,1663131,1662736,conserved hypothetical protein
SMu1599,24380125,SMU.1755c,1663506,1663207,conserved hypothetical protein
SMu1600,24380126,SMU.1757c,1663759,1663475,conserved hypothetical protein
SMu1601,24380127,SMU.1758c,1664400,1663756,conserved hypothetical protein
SMu1602,24380128,SMU.1760c,1665304,1664429,conserved hypothetical protein
SMu1603,24380129,SMU.1761c,1666717,1665308,conserved hypothetical protein
SMu1604,24380130,SMU.1762c,1667240,1666677,conserved hypothetical protein
SMu1605,24380131,SMU.1763c,1667989,1667240,conserved hypothetical protein
SMu1606,24380132,SMU.1764c,1670492,1668084,conserved hypothetical protein
SMu1607,24380133,SMU.1765c,1671711,1670737,conserved hypothetical protein
SMu1608,24380134,SMU.1766c,1672159,1672007,hypothetical protein
SMu1609,24380135,SMU.1767c,1672407,1672216,hypothetical protein
SMu1610,24380136,SMU.1768c,1672696,1672391,hypothetical protein
SMu1611,NULL,SMU.1770c,1675918,1673267,valyl-tRNA synthetase
SMu1612,24380138,SMU.1771c,1676238,1675930,hypothetical protein
SMu1613,24380139,SMU.1772c,1676620,1676210,hypothetical protein
SMu1614,24380140,SMU.1773c,1677548,1676613,conserved hypothetical protein
SMu1615,24380141,SMU.1774c,1678095,1677838,conserved hypothetical protein
SMu1616,24380142,SMU.1775c,1678767,1678588,hypothetical protein
SMu1617,24380143,SMU.1776c,1679243,1678998,conserved hypothetical protein
SMu1618,NULL,SMU.1777c,1679958,1679497,ribonucleotide reductase protein, Nrd
SMu1619,24380145,SMU.1779c,1681347,1679968,RNA methyltransferase, TrmA family
SMu1620,24380146,SMU.1780,1681383,1682159,RecA regulator RecX
SMu1621,24380147,SMU.1781,1682245,1682778,conserved hypothetical protein
SMu1622,24380148,SMU.1782,1682838,1683158,conserved hypothetical protein
SMu1623,NULL,SMU.1783c,1691255,1689405,prolyl-tRNA synthetase
SMu1624,24380150,SMU.1784c,1692541,1691282,conserved hypothetical protein, peptidase family M50
SMu1625,NULL,SMU.1785c,1693351,1692557,phosphatidate cytidylyltransferase (CDP-diglyceride synthase)
SMu1626,NULL,SMU.1786c,1694115,1693366,undecaprenyl pyrophosphate synthetase
SMu1627,24380153,SMU.1787c,1694610,1694227,preprotein translocase, YajC subunit
SMu1628,24380154,SMU.1788c,1695132,1694785,bacterocin transport accessory protein
SMu1629,24380155,SMU.1789c,1696041,1695325,conserved hypothetical protein
SMu1630,24380156,SMU.1790c,1696921,1696187,transcriptional regulator, probable MerR family
SMu1631,24380157,SMU.1791c,1698107,1697007,conserved hypothetical protein
SMu1632,24380158,SMU.1792c,1698428,1698255,hypothetical protein
SMu1633,24380159,SMU.1794c,1698731,1698501,hypothetical protein
SMu1634,24380160,SMU.1795c,1699535,1698792,conserved hypothetical protein; possible methyltransferase
SMu1635,24380161,SMU.1797c,1700162,1699809,conserved hypothetical protein
SMu1636,24380162,SMU.1798c,1700756,1700163,conserved hypothetical protein
SMu1637,NULL,SMU.1799c,1701385,1700753,nicotinate mononucleotide adenylyltransferase (nicotinate-nucleotide adenylyltransferase)
SMu1638,24380164,SMU.1800c,1701720,1701412,conserved hypothetical protein
SMu1639,24380165,SMU.1801c,1702883,1701777,conserved hypothetical protein, GTP-binding
SMu1640,24380166,SMU.1802c,1703411,1702884,conserved hypothetical protein
SMu1641,24380167,SMU.1803c,1704133,1703516,conserved hypothetical protein
SMu1642,24380168,SMU.1804c,1704304,1704149,hypothetical protein
SMu1643,24380169,SMU.1805,1704542,1705138,transcriptional regulator
SMu1644,24380170,SMU.1806,1705116,1706285,macrolide-related glycosyltransferase
SMu1645,24380171,SMU.1807c,1707224,1706316,permease
SMu1646,24380172,SMU.1808c,1707414,1707319,integrase fragment
SMu1647,NULL,SMU.1809c,1708519,1707788, cdd2-related, bacteriocin related ABC element
SMu1648,NULL,SMU.1810c,1709271,1708519,ABC transporter, membrane spanning permease
SMu1649,NULL,SMU.1811c,1710181,1709273,cdd4-like bacteriocin component, ScnF homolog
SMu1650,24380176,SMU.1812,1710468,1711718,transposase, IS1193n-related
SMu1651,24380177,SMU.1813,1712141,1712251,hypothetical protein, probable transposase fragment
SMu1652,NULL,SMU.1814c,1713683,1712304,histidine kinase, ScnK homolog
SMu1653,NULL,SMU.1815c,1714399,1713701,response regulator, ScnR homolog
SMu1654,24380180,SMU.1816c,1714737,1714504,transposon-related, maturase-related protein fragment
SMu1655,24380181,SMU.1817c,1715277,1715071,transposon-related, maturase-related protein fragment
SMu1656,24380182,SMU.1818c,1715749,1715576,hypothetical protein
SMu1657,NULL,SMU.1819c,1717441,1716002,glutamyl-tRNA (Gln) amidotransferase subunit B
SMu1658,24380184,SMU.1820c,1718907,1717441,glutamyl-tRNA(Gln) amidotransferase subunit A
SMu1659,24380185,SMU.1821c,1719209,1718907,glutamyl-tRNA (Gln) amidotransferase subunit C
SMu1660,NULL,SMU.1822c,1721087,1719336,aspartyl-tRNA synthetase
SMu1661,NULL,SMU.1823c,1721896,1721345, pyrazinamidase/nicotinamidase
SMu1662,24380188,SMU.1824c,1722683,1721898,GTP-sensing transcriptional repressor
SMu1663,NULL,SMU.1826c,1724009,1722792,aminotransferase
SMu1664,24380190,SMU.1827,1724183,1724719,biotin biosynthesis protein
SMu1665,24380191,SMU.1828,1724817,1725266,universal stress protein family
SMu1666,24380192,SMU.1830c,1726944,1725544,conserved hypothetical protein
SMu1667,24380193,SMU.1831,1727002,1727961,L-asparaginase
SMu1668,24380194,SMU.1832,1727988,1728152,hypothetical protein
SMu1669,NULL,SMU.1833c,1730310,1728295,ATP-dependent DNA helicase
SMu1670,NULL,SMU.1834c,1731598,1730483,alanine racemase
SMu1671,NULL,SMU.1835c,1731954,1731595,acyl carrier protein synthase
SMu1672,NULL,SMU.1836c,1733258,1732224,phospho-2-dehydro-3-deoxyheptonate aldolase (DAHP synthase)
SMu1673,NULL,SMU.1837c,1734291,1733260,3-deoxy-7-phosphoheptulonate synthase
SMu1674,NULL,SMU.1838c,1736830,1734311,preprotein translocase subunit SecA
SMu1675,NULL,SMU.1839c,1737958,1737008,mannose-6-phosphate isomerase
SMu1676,NULL,SMU.1840c,1739008,1738127,fructokinase
SMu1677,NULL,SMU.1841c,1741202,1739208,PTS system, sucrose-specific IIABC component
SMu1678,24380204,SMU.1843,1741398,1742837,sucrose-6-phosphate hydrolase
SMu1679,24380205,SMU.1844,1742840,1743802,sucrose operon repressor
SMu1680,NULL,SMU.1845c,1744424,1743996,transcription antitermination factor
SMu1681,24380207,SMU.1846c,1744806,1744417,conserved hypothetical protein
SMu1682,NULL,SMU.1847c,1745409,1744849,translation elongation factor P
SMu1683,24380209,SMU.1848,1745549,1746253,hypothetical protein (similar to eukaryotic potassium channel proteins)
SMu1684,NULL,SMU.1849c,1746753,1746301,deoxycytidylate deaminase; late competence protein
SMu1685,NULL,SMU.1850c,1747987,1746923,aminopeptidase P (XAA-Pro aminopeptidase)
SMu1686,NULL,SMU.1851c,1750808,1747977,excinuclease ABC subunit A
SMu1687,24380213,SMU.1852,1751479,1752423,cation transporter, CorA family
SMu1688,24380214,SMU.1853,1752705,1753367,conserved hypothetical protein
SMu1689,24380215,SMU.1854,1753461,1753862,high density responsive regulator, HdrR
SMu1690,24380216,SMU.1855,1753859,1754545,high density responsive membrane protein, HdrM
SMu1691,24380217,SMU.1856c,1755272,1754553,conserved hypothetical protein
SMu1692,NULL,SMU.1858c,1755830,1755591,30S ribosomal protein S18
SMu1693,NULL,SMU.1859c,1756353,1755859,single-stranded DNA-binding protein
SMu1694,NULL,SMU.1860c,1756661,1756371,30S ribosomal protein S6
SMu1695,24380221,SMU.1861c,1757062,1756817,hypothetical protein
SMu1696,24380222,SMU.1862,1757367,1757570,hypothetical protein
SMu1697,24380223,SMU.1865,1758607,1759752,A/G-specific adenine glycosylase
SMu1698,24380224,SMU.1867c,1760989,1759940,alcohol dehydrogenase
SMu1699,NULL,SMU.1869c,1761401,1761087,thioredoxin
SMu1700,NULL,SMU.1870c,1763806,1761476,DNA mismatch repair protein
SMu1701,24380227,SMU.1871c,1764420,1763875,conserved hypothetical protein
SMu1702,24380228,SMU.1872c,1764722,1764417,Streptococcus-specific protein
SMu1703,24380229,SMU.1873,1764918,1765829,ribonuclease HIII
SMu1704,24380230,SMU.1874,1765849,1766436,signal peptidase I
SMu1705,24380231,SMU.1875,1766522,1768885,exodeoxyribonuclease V alpha subunit
SMu1706,24380232,SMU.1876,1768984,1769454,conserved hypothetical protein
SMu1707,24380233,SMU.1877,1770331,1771323,mannose PTS system component IIAB
SMu1708,24380234,SMU.1878,1771358,1772176,mannose PTS system component IIC
SMu1709,24380235,SMU.1879,1772191,1773117,mannose PTS system component IID
SMu1710,24380236,SMU.1881c,1775740,1773449,competence factor transporting ATP-binding / permease protein
SMu1711,24380237,SMU.1882c,1776643,1776290,hypothetical protein
SMu1712,24380238,SMU.1883,1776962,1777330,conserved hypothetical protein
SMu1713,24380239,SMU.1884c,1778640,1777567,conserved hypothetical protein
SMu1714,24380240,SMU.1886,1779164,1780444,seryl-tRNA synthetase
SMu1715,24380241,SMU.1888,1780765,1780971,transposase fragment
SMu1716,24380242,SMU.1889c,1781393,1781127,hypothetical protein (possible relation to bacteriocin BlpU)
SMu1717,24380243,SMU.1891c,1781749,1781567,hypothetical protein
SMu1718,24380244,SMU.1892c,1781879,1781694,hypothetical protein
SMu1719,24380245,SMU.1893c,1782835,1781999,IS3-Spn1 transposase (IS861)
SMu1720,24380246,SMU.1894c,1783347,1782829,transposase, IS861-associated
SMu1721,24380247,SMU.1895c,1783617,1783456,hypothetical protein
SMu1722,24380248,SMU.1896c,1783964,1783662,hypothetical protein
SMu1723,24380249,SMU.1897,1784304,1784786,ABC transporter, ATP-binding protein; similar to BlpA
SMu1724,24380250,SMU.1898,1784881,1786392,ABC transporter, ATP-binding and permease element
SMu1725,24380251,SMU.1899,1786364,1786489,ABC transport fragment
SMu1726,24380252,SMU.1900,1786502,1787515,ABC transporter
SMu1727,24380253,SMU.1902c,1787920,1787777,hypothetical protein
SMu1728,24380254,SMU.1903c,1788139,1787987,hypothetical protein
SMu1729,24380255,SMU.1904c,1789234,1788212,hypothetical protein
SMu1730,24380256,SMU.1905c,1789908,1789720,hypothetical protein
SMu1731,24380257,SMU.1906c,1790284,1790072,bacteriocin-related protein
SMu1732,24380258,SMU.1907,1790364,1790495,hypothetical protein
SMu1733,24380259,SMU.1908c,1790853,1790689,hypothetical protein
SMu1734,24380260,SMU.1909c,1792032,1791628,hypothetical protein
SMu1735,24380261,SMU.1910c,1792598,1792179,hypothetical protein
SMu1736,24380262,SMU.1912c,1793568,1793413,hypothetical protein
SMu1737,24380263,SMU.1913c,1794380,1793979,hypothetical protein; immunity protein, BLpL-like
SMu1738,24380264,SMU.1914c,1794741,1794511,bacteriocin immunity protein, BlpO-like
SMu1739,24380265,SMU.1915,1795008,1795148,S. mutans specific competence stimulating peptide, precursor
SMu1740,NULL,SMU.1916c,1796615,1795290,histidine kinase
SMu1741,NULL,SMU.1917c,1797364,1796612,response regulator
SMu1742,NULL,SMU.1918c,1798474,1797836,membrane-associated protein DedA
SMu1743,NULL,SMU.1919c,1799147,1798521,sakacin A production response regulator
SMu1744,NULL,SMU.1920c,1800532,1799222,phosphoglycerate dehydrogenase
SMu1745,NULL,SMU.1921c,1801444,1800545,DNA replication protein; primosome component
SMu1746,NULL,SMU.1922c,1802614,1801445,chromosome replication initiation and membrane attachment protein
SMu1747,24380273,SMU.1923c,1803092,1802601,conserved hypothetical protein
SMu1748,NULL,SMU.1924c,1804154,1803462,response regulator for glucan-binding protein
SMu1749,24380275,SMU.1925c,1805047,1804511,conserved hypothetical protein
SMu1750,NULL,SMU.1926c,1805615,1805040,transcriptional regulator PsaR
SMu1751,24380277,SMU.1927,1805723,1806430,PsaA protein/ ABC transporter, ATP-binding protein
SMu1752,24380278,SMU.1928,1806432,1809044,protein secretion ABC transport permease
SMu1753,NULL,SMU.1929c,1810080,1809181,protease HtpX-like protein; heat shock protein
SMu1754,NULL,SMU.1930c,1810650,1810090,LemA-like protein
SMu1755,24380281,SMU.1931,1810738,1811451,glucose-inhibited division protein
SMu1756,24380282,SMU.1933c,1812508,1811675,cobalt ABC transporter permease
SMu1757,24380283,SMU.1934c,1814177,1812501,cation ABC transport ATP-binding protein
SMu1758,24380284,SMU.1935c,1814751,1814206,conserved hypothetical protein 
SMu1759,24380285,SMU.1936c,1815606,1814761,conserved hypothetical protein
SMu1760,NULL,SMU.1937c,1816506,1815730,hydrolase, carbon-nitrogen family
SMu1761,24380287,SMU.1938c,1817263,1816574,amino acid ABC transport permease
SMu1762,24380288,SMU.1939c,1818329,1817265,amino acid ABC transport ATP-binding protein
SMu1763,24380289,SMU.1940c,1819695,1818322,peptidase, possible succinyl-diaminopimelic descuccinlyase
SMu1764,NULL,SMU.1941c,1820732,1819890,ABC transporter solute-binding protein
SMu1765,24380291,SMU.1942c,1821702,1820899,amino acid ABC transporter substrate-binding protein
SMu1766,NULL,SMU.1943c,1824504,1822003,leucyl-tRNA synthetase
SMu1767,24380293,SMU.1945,1824905,1825669,conserved hypothetical protein
SMu1768,24380294,SMU.1946,1825662,1826351,conserved hypothetical protein
SMu1769,NULL,SMU.1947c,1827104,1826568,transcription antitermination factor
SMu1770,NULL,SMU.1948c,1827436,1827260,preprotein translocase, SecE subunit
SMu1771,NULL,SMU.1949c,1829843,1827651,penicillin-binding protein 2a
SMu1772,24380298,SMU.1950,1829971,1830837,ribosomal large subunit pseudouridine synthase D
SMu1773,24380299,SMU.1951c,1832560,1830857,conserved hypothetical protein
SMu1774,NULL,SMU.1954c,1834832,1833204,chaperonin GroEL
SMu1775,NULL,SMU.1955c,1835231,1834944,co-chaperonin 10kDa
SMu1776,24380302,SMU.1956c,1835649,1835353,conserved hypothetical protein
SMu1777,NULL,SMU.1957c,1836509,1835673,fructose-specific Enzyme IID component
SMu1778,24380304,SMU.1958c,1837362,1836511,fructose-specific Enzyme IIC component
SMu1779,24380305,SMU.1960c,1838230,1837736,fructose-specific Enzyme IIB component
SMu1780,24380306,SMU.1961c,1838679,1838248,fructose-specific Enzyme IIA component
SMu1781,24380307,SMU.1963c,1840289,1838982,sugar-binding periplasmic protein
SMu1782,24380308,SMU.1964c,1840962,1840282,two-component response regulator
SMu1783,24380309,SMU.1965c,1842284,1840962,histidine kinase
SMu1784,24380310,SMU.1966c,1843246,1842284,ABC transport ribose-binding protein, periplasmic
SMu1785,NULL,SMU.1967c,1844057,1843662,single-stranded DNA-binding protein
SMu1786,24380312,SMU.1968c,1844500,1844144,conserved hypothetical protein
SMu1787,24380313,SMU.1969c,1844931,1844500,probable transcriptional regulator
SMu1788,24380314,SMU.1970c,1845646,1845020,phenylalanyl-tRNA synthetase beta subunit
SMu1789,24380315,SMU.1971c,1845972,1845643,thioredoxin family protein
SMu1790,24380316,SMU.1972c,1846258,1845950,conserved hypothetical protein
SMu1791,24380317,SMU.1973,1846318,1847385,glutamyl aminopeptidase
SMu1792,24380318,SMU.1974,1847441,1848211,pyrroline-5-carboxylate reductase
SMu1793,24380319,SMU.1975c,1848958,1848296,conserved hypothetical protein
SMu1794,24380320,SMU.1976c,1849451,1849011,conserved hypothetical protein
SMu1795,24380321,SMU.1977c,1849665,1849420,transcriptional regulator
SMu1796,NULL,SMU.1978c,1851433,1850234,acetate kinase
SMu1797,24380323,SMU.1979c,1852445,1851492,conserved hypothetical protein, methyltransferase domain
SMu1798,24380324,SMU.1980c,1852889,1852500,conserved hypothetical protein
SMu1799,24380325,SMU.1981c,1853301,1852867,competence protein G
SMu1800,24380326,SMU.1982c,1853581,1853288,conserved hypothetical protein
SMu1801,NULL,SMU.1983c,1853984,1853553,competence protein ComYD
SMu1802,NULL,SMU.1984c,1854258,1853944,competence protein ComYC
SMu1803,NULL,SMU.1985c,1855106,1854258,competence protein; general (type II) secretory pathway protein
SMu1804,NULL,SMU.1987c,1856166,1855225,late competence protein; type II secretion system protein E
SMu1805,24380331,SMU.1988c,1856679,1856296,probable DNA binding protein
SMu1806,NULL,SMU.1989c,1860463,1856807,DNA-directed RNA polymerase, beta' subunit
SMu1807,NULL,SMU.1990c,1864235,1860672,DNA-directed RNA polymerase, beta subunit
SMu1808,NULL,SMU.1991c,1866850,1864496,penicillin-binding protein 1b
SMu1809,24380335,SMU.1992,1867006,1868274,tyrosyl-tRNA synthetase
SMu1810,NULL,SMU.1993c,1869242,1868430,zinc ABC transporter, permease
SMu1811,NULL,SMU.1994c,1869942,1869232,zinc ABC transport, ATP-binding protein
SMu1812,24380338,SMU.1995c,1870391,1869945,zinc transport transcriptional repressor
SMu1813,NULL,SMU.1996c,1871874,1871026,isopentenyl monophosphate kinase (4-diphosphocytidyl-2-C-methyl-D-erythritol kinase)
SMu1814,NULL,SMU.1997c,1872503,1872021,competence-specific sigma factor
SMu1815,24380341,SMU.1999c,1879807,1878521,glutamate--cysteine ligase
SMu1816,NULL,SMU.2000c,1880419,1880033,50S ribosomal protein L17
SMu1817,NULL,SMU.2001c,1881376,1880438,DNA-directed RNA polymerase, alpha subunit
SMu1818,NULL,SMU.2002c,1881805,1881422,30S ribosomal protein S11
SMu1819,NULL,SMU.2003c,1882188,1881823,30S ribosomal protein S13, N-terminal fragment
SMu1820,NULL,SMU.2004c,1882568,1882350,translation initiation factor IF-1
SMu1821,NULL,SMU.2005c,1883325,1882687,adenylate kinase (ATP-AMP transphosphorylase) (superoxide-inducible protein 16)
